client_numeric;vendor_numeric;year;month;day;sku_count_products;total_num_count_products;total_price_products
7882;87;2020;7;20;14;29;32936
1962;198;2020;7;20;11;11;11806
6338;105;2020;7;21;2;30;23770
1523;97;2020;7;22;19;85;165925
1523;97;2020;7;22;29;158;246691
4382;100;2020;7;23;18;88;169775
732;82;2020;7;23;11;31;118595
1850;73;2020;7;24;19;67;71888
9167;2;2020;7;27;26;55;82678
1043;164;2020;7;27;19;82;97872
5080;20;2020;7;27;19;97;82764
348;33;2020;7;29;25;169;367478
17750;58;2020;7;29;15;160;101471
509;5;2020;7;31;7;350;407384
5847;83;2020;7;31;29;498;393553
15322;9;2020;8;4;30;124;230246
361;96;2020;8;3;2;10;18164
4075;95;2020;8;3;2;740;157780
1156;43;2020;8;5;40;232;225529
12360;41;2020;8;5;17;34;146368
1018;200;2020;8;11;16;71;105448
347;64;2020;8;6;12;331;1091201
4888;41;2020;8;11;20;30;67671
4888;41;2020;8;10;37;103;212254
6075;109;2020;8;11;18;31;53679
16599;43;2020;8;11;30;195;220600
927;6;2020;8;12;21;194;257969
3609;53;2020;8;12;21;101;207077
1085;105;2020;8;12;13;35;36000
1403;55;2020;8;14;36;123;254290
29057;246;2020;8;13;15;45;124393
3901;219;2020;8;14;10;33;59372
6045;48;2020;8;17;19;67;102542
10187;97;2020;8;17;39;56;161234
1369;2;2020;8;17;19;47;79596
927;6;2020;8;18;22;296;270369
4382;100;2020;8;18;15;83;118485
5085;21;2020;8;18;6;14;35945
5085;21;2020;8;18;5;20;51945
13296;6;2020;8;20;26;322;193605
22847;247;2020;8;19;13;31;56875
11101;51;2020;8;24;16;75;221177
13003;17;2020;8;24;19;99;182881
5085;21;2020;8;27;6;8;19561
787;105;2020;8;31;12;70;457877
